device_id,addidas,apple,bmw,employed,female,h_&_m,high_income,honda,job_seeking,low_income,male,mercedes-benz,middle_income,retired,student,tommy_helfinger
1597,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1601,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1606,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1608,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1612,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1619,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1620,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1639,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1654,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1659,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1664,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1667,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1710,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1711,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1724,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1732,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1736,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1744,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1756,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1765,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
1767,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1768,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1770,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1776,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1785,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1795,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1814,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1817,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1818,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1819,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1836,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1840,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1841,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1851,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1852,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1880,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1904,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1917,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1918,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
1926,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1928,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1937,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1942,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1956,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1957,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1963,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1980,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1981,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1982,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1992,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2022,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2034,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2044,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2049,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2050,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2051,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2057,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2064,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2073,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2081,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2094,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2104,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2117,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2131,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2141,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2156,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2157,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2159,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2172,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2176,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2200,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2212,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2219,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
2225,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2255,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2261,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
2262,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2263,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2264,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2265,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2269,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2271,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2272,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2300,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2305,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2317,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2320,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2345,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2353,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2355,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2358,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2370,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2394,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2398,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2418,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2420,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2422,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2425,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2440,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
2446,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2448,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2462,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2475,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2479,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2485,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2489,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2490,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
2523,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2526,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2531,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2533,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2535,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2547,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2590,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2591,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2602,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2604,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2622,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2640,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2641,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2652,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2661,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2681,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2686,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2691,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2698,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2707,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2710,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2736,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2745,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2749,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2751,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2760,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2777,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2791,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2795,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2804,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2806,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2809,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2810,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2829,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2842,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2862,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2870,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2883,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2919,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2921,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2933,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2939,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2942,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2969,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2970,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2972,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3017,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
3053,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3054,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3059,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3064,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3075,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3076,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3107,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3115,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3116,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3129,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3132,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
3139,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3168,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3169,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3172,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3173,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3174,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3175,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
3178,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
3188,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3201,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3217,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3223,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3228,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
3230,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
3231,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3234,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
3236,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3237,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3274,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3276,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3284,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3298,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3319,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3320,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
3323,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3332,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3333,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3339,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3340,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3348,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3350,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
3371,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3383,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3385,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
3409,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3410,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3415,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
3417,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3423,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3424,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3428,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3429,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3445,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3446,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3447,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3454,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3469,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3487,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3502,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3508,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3510,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3511,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3513,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
